[23:55:28] [main/INFO]: ModLauncher running: args [--username, JavaJoe, --version, forge-47.2.6, --gameDir, /home/jibbo/Documents/curseforge/minecraft/Instances/TerraFirmaGreg, --assetsDir, /home/jibbo/Documents/curseforge/minecraft/Install/assets, --assetIndex, 5, --uuid, 2fc0b38173b8426b960fc1a589b261a3, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, Mme/zS2FRlmnmC9ahARv2rxlW+TH7l2aiKKYUhjychkuvxGrdSRJZaRKxnXT0Oiq, --xuid, 2535450630550326, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, /home/jibbo/Documents/curseforge/minecraft/Install/quickPlay/java/1728618926937.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.2.6, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[23:55:28] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Linux arch amd64 version 6.8.0-45-generic
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:108) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:78) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) ~[bootstraplauncher-1.1.2.jar:?]
[23:56:29] [Render thread/ERROR]: Found a broken recipe, failed to setRecipe with RecipeLayoutBuilder: Firmalife firmalife:oven/wheat_bread class com.eerussianguy.firmalife.common.recipes.OvenRecipe

java.lang.IllegalArgumentException: All slots must have the same number of ingredients in order to create a focus link. slot stats: IntSummaryStatistics{count=2, sum=1, min=0, average=0.500000, max=1}
	at mezz.jei.library.gui.recipes.RecipeLayoutBuilder.createFocusLink(RecipeLayoutBuilder.java:88) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at com.eerussianguy.firmalife.compat.jei.OvenCategory.setRecipe(OvenCategory.java:46) ~[Firmalife-1.20.1-2.1.3.jar%23351!/:2.1.3]
	at com.eerussianguy.firmalife.compat.jei.OvenCategory.setRecipe(OvenCategory.java:26) ~[Firmalife-1.20.1-2.1.3.jar%23351!/:2.1.3]
	at mezz.jei.library.util.IngredientSupplierHelper.getIngredientSupplier(IngredientSupplierHelper.java:22) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.recipes.RecipeManagerInternal.lambda$addRecipes$0(RecipeManagerInternal.java:120) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:178) ~[?:?]
	at java.util.AbstractList$RandomAccessSpliterator.forEachRemaining(AbstractList.java:720) ~[?:?]
	at java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:509) ~[?:?]
	at java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499) ~[?:?]
	at java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:575) ~[?:?]
	at java.util.stream.AbstractPipeline.evaluateToArrayNode(AbstractPipeline.java:260) ~[?:?]
	at java.util.stream.ReferencePipeline.toArray(ReferencePipeline.java:616) ~[?:?]
	at java.util.stream.ReferencePipeline.toArray(ReferencePipeline.java:622) ~[?:?]
	at java.util.stream.ReferencePipeline.toList(ReferencePipeline.java:627) ~[?:?]
	at mezz.jei.library.recipes.RecipeManagerInternal.addRecipes(RecipeManagerInternal.java:126) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.recipes.RecipeManagerInternal.addRecipes(RecipeManagerInternal.java:108) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.load.registration.RecipeRegistration.addRecipes(RecipeRegistration.java:64) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at com.eerussianguy.firmalife.compat.jei.FLJEIPlugin.registerRecipes(FLJEIPlugin.java:87) ~[Firmalife-1.20.1-2.1.3.jar%23351!/:2.1.3]
	at mezz.jei.library.load.PluginLoader.lambda$createRecipeManager$10(PluginLoader.java:146) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.load.PluginCaller.redirect$dnp000$callOnPlugins(PluginCaller.java:542) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.load.PluginCaller.callOnPlugins(PluginCaller.java:27) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.load.PluginLoader.createRecipeManager(PluginLoader.java:146) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.startup.JeiStarter.start(JeiStarter.java:132) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.forge.startup.StartEventObserver.transitionState(StartEventObserver.java:137) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.forge.startup.StartEventObserver.onEvent(StartEventObserver.java:100) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at net.minecraftforge.eventbus.EventBus.doCastFilter(EventBus.java:260) ~[eventbus-6.0.5.jar%2375!/:?]
	at net.minecraftforge.eventbus.EventBus.lambda$addListener$11(EventBus.java:252) ~[eventbus-6.0.5.jar%2375!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:315) ~[eventbus-6.0.5.jar%2375!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:296) ~[eventbus-6.0.5.jar%2375!/:?]
	at net.minecraft.client.multiplayer.ClientPacketListener.m_5859_(ClientPacketListener.java:1451) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.network.protocol.game.ClientboundUpdateTagsPacket.m_5797_(ClientboundUpdateTagsPacket.java:35) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.network.protocol.game.ClientboundUpdateTagsPacket.m_5797_(ClientboundUpdateTagsPacket.java:11) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.network.protocol.PacketUtils.m_263899_(PacketUtils.java:22) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_6367_(BlockableEventLoop.java:156) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.util.thread.ReentrantBlockableEventLoop.m_6367_(ReentrantBlockableEventLoop.java:23) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_7245_(BlockableEventLoop.java:130) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_18699_(BlockableEventLoop.java:115) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.Minecraft.m_91383_(Minecraft.java:1106) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.Minecraft.m_91374_(Minecraft.java:718) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.main.Main.main(Main.java:218) ~[forge-47.2.6.jar:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonLaunchHandler.runTarget(CommonLaunchHandler.java:111) ~[fmlloader-1.20.1-47.2.6.jar:?]
	at net.minecraftforge.fml.loading.targets.CommonLaunchHandler.clientService(CommonLaunchHandler.java:99) ~[fmlloader-1.20.1-47.2.6.jar:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$makeService$0(CommonClientLaunchHandler.java:25) ~[fmlloader-1.20.1-47.2.6.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:108) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:78) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) ~[bootstraplauncher-1.1.2.jar:?]
[23:56:29] [Render thread/ERROR]: Found a broken recipe, failed to setRecipe with RecipeLayoutBuilder: Firmalife firmalife:oven/rye_bread class com.eerussianguy.firmalife.common.recipes.OvenRecipe

java.lang.IllegalArgumentException: All slots must have the same number of ingredients in order to create a focus link. slot stats: IntSummaryStatistics{count=2, sum=1, min=0, average=0.500000, max=1}
	at mezz.jei.library.gui.recipes.RecipeLayoutBuilder.createFocusLink(RecipeLayoutBuilder.java:88) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at com.eerussianguy.firmalife.compat.jei.OvenCategory.setRecipe(OvenCategory.java:46) ~[Firmalife-1.20.1-2.1.3.jar%23351!/:2.1.3]
	at com.eerussianguy.firmalife.compat.jei.OvenCategory.setRecipe(OvenCategory.java:26) ~[Firmalife-1.20.1-2.1.3.jar%23351!/:2.1.3]
	at mezz.jei.library.util.IngredientSupplierHelper.getIngredientSupplier(IngredientSupplierHelper.java:22) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.recipes.RecipeManagerInternal.lambda$addRecipes$0(RecipeManagerInternal.java:120) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:178) ~[?:?]
	at java.util.AbstractList$RandomAccessSpliterator.forEachRemaining(AbstractList.java:720) ~[?:?]
	at java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:509) ~[?:?]
	at java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499) ~[?:?]
	at java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:575) ~[?:?]
	at java.util.stream.AbstractPipeline.evaluateToArrayNode(AbstractPipeline.java:260) ~[?:?]
	at java.util.stream.ReferencePipeline.toArray(ReferencePipeline.java:616) ~[?:?]
	at java.util.stream.ReferencePipeline.toArray(ReferencePipeline.java:622) ~[?:?]
	at java.util.stream.ReferencePipeline.toList(ReferencePipeline.java:627) ~[?:?]
	at mezz.jei.library.recipes.RecipeManagerInternal.addRecipes(RecipeManagerInternal.java:126) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.recipes.RecipeManagerInternal.addRecipes(RecipeManagerInternal.java:108) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.load.registration.RecipeRegistration.addRecipes(RecipeRegistration.java:64) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at com.eerussianguy.firmalife.compat.jei.FLJEIPlugin.registerRecipes(FLJEIPlugin.java:87) ~[Firmalife-1.20.1-2.1.3.jar%23351!/:2.1.3]
	at mezz.jei.library.load.PluginLoader.lambda$createRecipeManager$10(PluginLoader.java:146) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.load.PluginCaller.redirect$dnp000$callOnPlugins(PluginCaller.java:542) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.load.PluginCaller.callOnPlugins(PluginCaller.java:27) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.load.PluginLoader.createRecipeManager(PluginLoader.java:146) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.library.startup.JeiStarter.start(JeiStarter.java:132) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.forge.startup.StartEventObserver.transitionState(StartEventObserver.java:137) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at mezz.jei.forge.startup.StartEventObserver.onEvent(StartEventObserver.java:100) ~[jei-1.20.1-forge-15.3.0.8.jar%23375!/:15.3.0.8]
	at net.minecraftforge.eventbus.EventBus.doCastFilter(EventBus.java:260) ~[eventbus-6.0.5.jar%2375!/:?]
	at net.minecraftforge.eventbus.EventBus.lambda$addListener$11(EventBus.java:252) ~[eventbus-6.0.5.jar%2375!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:315) ~[eventbus-6.0.5.jar%2375!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:296) ~[eventbus-6.0.5.jar%2375!/:?]
	at net.minecraft.client.multiplayer.ClientPacketListener.m_5859_(ClientPacketListener.java:1451) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.network.protocol.game.ClientboundUpdateTagsPacket.m_5797_(ClientboundUpdateTagsPacket.java:35) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.network.protocol.game.ClientboundUpdateTagsPacket.m_5797_(ClientboundUpdateTagsPacket.java:11) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.network.protocol.PacketUtils.m_263899_(PacketUtils.java:22) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_6367_(BlockableEventLoop.java:156) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.util.thread.ReentrantBlockableEventLoop.m_6367_(ReentrantBlockableEventLoop.java:23) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_7245_(BlockableEventLoop.java:130) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_18699_(BlockableEventLoop.java:115) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.Minecraft.m_91383_(Minecraft.java:1106) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.Minecraft.m_91374_(Minecraft.java:718) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.main.Main.main(Main.java:218) ~[forge-47.2.6.jar:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonLaunchHandler.runTarget(CommonLaunchHandler.java:111) ~[fmlloader-1.20.1-47.2.6.jar:?]
	at net.minecraftforge.fml.loading.targets.CommonLaunchHandler.clientService(CommonLaunchHandler.java:99) ~[fmlloader-1.20.1-47.2.6.jar:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$makeService$0(CommonClientLaunchHandler.java:25) ~[fmlloader-1.20.1-47.2.6.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:108) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:78) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) ~[bootstraplauncher-1.1.2.jar:?]
[23:56:29] [Render thread/INFO]: Registering recipes took 3.583 s
[23:56:29] [Render thread/INFO]: Registering recipes transfer handlers...
[23:56:29] [Render thread/INFO]: Registering recipes transfer handlers took 3.378 ms
[23:56:29] [Render thread/INFO]: Building runtime...
[23:56:29] [Render thread/INFO]: Registering gui handlers...
[23:56:29] [Render thread/INFO]: Registering gui handlers took 7.396 ms
[23:56:29] [Render thread/INFO]: Registering Runtime...
[23:56:29] [Render thread/INFO]: Registering Runtime took 1.148 ms
[23:56:29] [Render thread/INFO]: Building runtime took 11.39 ms
[23:56:29] [Render thread/INFO]: Sending Runtime...
[23:56:29] [Render thread/INFO]: Ingredients are being added at runtime: 280 net.minecraft.world.item.ItemStack
[23:56:29] [Render thread/INFO]: Ingredients are being removed at runtime: 9 net.minecraft.world.item.ItemStack
[23:56:29] [Render thread/INFO]: Sending Runtime took 5.535 ms
[23:56:29] [Render thread/INFO]: Starting JEI took 4.547 s
[23:56:29] [Render thread/INFO]: Performing setup for item stack size editing.
[23:56:29] [Render thread/INFO]: Editing item stack sizes: found 17279 editable of 19500 total.
[23:56:29] [Render thread/INFO]: Loaded cucumber-tags.json in 1 ms
[23:56:29] [Render thread/INFO]: [EMI] Recipes synchronized, reloading EMI
[23:56:29] [Render thread/INFO]: [EMI] Starting Reload
[23:56:29] [Thread-48/INFO]: [EMI] Starting EMI reload...
[23:56:29] [Thread-48/INFO]: [EMI] Clearing data
[23:56:29] [Thread-48/INFO]: [EMI] Initializing plugin from emi
[23:56:29] [Thread-48/INFO]: [EMI] Initialized plugin from emi in 2ms
[23:56:29] [Thread-48/INFO]: [EMI] Initializing plugin from ldlib
[23:56:29] [Thread-48/INFO]: [EMI] Initialized plugin from ldlib in 0ms
[23:56:29] [Thread-48/INFO]: [EMI] Initializing plugin from framedblocks
[23:56:29] [Thread-48/INFO]: [EMI] Initialized plugin from framedblocks in 0ms
[23:56:29] [Thread-48/INFO]: [EMI] Initializing plugin from computercraft
[23:56:29] [Thread-48/INFO]: [EMI] Initialized plugin from computercraft in 0ms
[23:56:29] [Thread-48/INFO]: [EMI] Initializing plugin from gtceu
[23:56:29] [Thread-48/INFO]: [EMI] Initialized plugin from gtceu in 0ms
[23:56:29] [Thread-48/INFO]: [EMI] Initializing plugin from jemi
[23:56:29] [Thread-48/INFO]: [EMI] Initialized plugin from jemi in 0ms
[23:56:29] [Thread-48/INFO]: [EMI] Processing tags
[23:56:29] [Render thread/INFO]: Received config from server
[23:56:29] [Render thread/INFO]: Minimap updated server level id: -594620143 for world ResourceKey[minecraft:dimension / minecraft:overworld]
[23:56:29] [Thread-48/INFO]: [EMI] Constructing index
[23:56:30] [Render thread/INFO]: Received config from server
[23:56:30] [Render thread/INFO]: Received config from the server: {}
[23:56:30] [Render thread/INFO]: Loaded 234 advancements
[23:56:30] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 1.030 ms
[23:56:30] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 794.5 μs
[23:56:30] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 1.100 ms
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:anvil named tfc:anvil/steel_pump 
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/steel_pump (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Recipe firmalife:crafting/compost_tumbler (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/metal/pickaxe/copper (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Recipe firmalife:crafting/pumping_station (of type minecraft:crafting) not found
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:quern named tfc:quern/sulfur 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:quern named tfc:quern/emerald 
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/crankshaft (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Recipe minecraft:clay (of type minecraft:crafting) not found
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/hoe_head_sedimentary 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/hoe_head_metamorphic 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/hoe_head_igneous_extrusive 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/hoe_head_igneous_intrusive 
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/stone/hoe_sedimentary (of type minecraft:crafting) not found
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:quern named tfc:quern/salt 
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/windmill_blade (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/wood/oak_water_wheel (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/wood/oak_axle (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/wood/oak_encased_axle (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/wood/oak_gear_box (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/wood/oak_clutch (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/wood/oak_bladed_axle (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/trip_hammer (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Invalid extra recipe mapping: tag:tfc:water_wheels to page 6 in entry tfc:mechanics/mechanical_power: Empty entry or page out of bounds
[23:56:30] [Render thread/WARN]: Invalid extra recipe mapping: tag:tfc:axles to page 10 in entry tfc:mechanics/mechanical_power: Empty entry or page out of bounds
[23:56:30] [Render thread/WARN]: Invalid extra recipe mapping: tag:tfc:gear_boxes to page 12 in entry tfc:mechanics/mechanical_power: Empty entry or page out of bounds
[23:56:30] [Render thread/WARN]: Invalid extra recipe mapping: tag:tfc:clutches to page 14 in entry tfc:mechanics/mechanical_power: Empty entry or page out of bounds
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/wood/sewing_table/oak (of type minecraft:crafting) not found
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/knife_head_sedimentary 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/knife_head_metamorphic 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/knife_head_igneous_extrusive 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/knife_head_igneous_intrusive 
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/stone/knife_sedimentary (of type minecraft:crafting) not found
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/axe_head_sedimentary 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/axe_head_metamorphic 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/axe_head_igneous_extrusive 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/axe_head_igneous_intrusive 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/shovel_head_sedimentary 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/shovel_head_metamorphic 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/shovel_head_igneous_extrusive 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/shovel_head_igneous_intrusive 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/hoe_head_sedimentary 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/hoe_head_metamorphic 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/hoe_head_igneous_extrusive 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/hoe_head_igneous_intrusive 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/hammer_head_sedimentary 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/hammer_head_metamorphic 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/hammer_head_igneous_extrusive 
[23:56:30] [Render thread/ERROR]: No recipe of type tfc:knapping named tfc:rock_knapping/hammer_head_igneous_intrusive 
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/vanilla/redstone/steel_activator_rail (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/vanilla/redstone/steel_detector_rail (of type minecraft:crafting) not found
[23:56:30] [Render thread/WARN]: Recipe tfc:crafting/vanilla/redstone/steel_rail (of type minecraft:crafting) not found
[23:56:30] [Render thread/INFO]: Cleared 0 unneeded book NBT tags
[23:56:32] [Thread-48/INFO]: [EMI] Loading plugin from emi
[23:56:32] [Render thread/INFO]: Ingredients are being removed at runtime: 45 net.minecraft.world.item.ItemStack
[23:56:32] [Render thread/INFO]: Ingredients are being added at runtime: 25 net.minecraft.world.item.ItemStack
[23:56:33] [Render thread/WARN]: Time from main menu to in-game was 15.8468485 seconds
[23:56:33] [Render thread/WARN]: Total time to load game and open world was 52.28185 seconds
[23:56:33] [Thread-48/INFO]: [EMI] Reloaded plugin from emi in 1251ms
[23:56:33] [Thread-48/INFO]: [EMI] Loading plugin from ldlib
[23:56:33] [Thread-48/INFO]: [EMI] Reloaded plugin from ldlib in 1ms
[23:56:33] [Thread-48/INFO]: [EMI] Loading plugin from framedblocks
[23:56:34] [Thread-48/INFO]: [EMI] Reloaded plugin from framedblocks in 56ms
[23:56:34] [Thread-48/INFO]: [EMI] Loading plugin from computercraft
